id,translation_id,english,kinyarwanda,kirundi,somali
EHEZA-T-0408,HIVPrescribedMedication.HIVMedicationDarunavirCobicistat,Darunavir + Cobicistat (DRV/c),,,
EHEZA-T-0409,HIVPrescribedMedication.HIVMedicationRaltegravir,Raltegravir (RAL),,,
EHEZA-T-0410,HIVPrescribedMedication.HIVMedicationEfavirenz,Efavirenz (EFV),,,
EHEZA-T-0411,HIVPrescribedMedication.HIVMedicationNevirapine,Nevirapine (tablet or liquid) (NVP),,,
EHEZA-T-0412,HIVPrescribedMedication.HIVMedicationEtravirine,Etravirine (ETR),,,
EHEZA-T-0413,HIVPrescribedMedication.HIVMedicationTenofovir,Tenofovir (TDF),,,
EHEZA-T-0414,HIVPrescribedMedication.HIVMedicationLamivudine,Lamivudine (3TC),,,
EHEZA-T-0415,HIVPrescribedMedication.HIVMedicationAbacavir,Abacavir (ABC),,,
EHEZA-T-0416,HIVPrescribedMedication.HIVMedicationBactrim,Bactrim,,,
EHEZA-T-0417,HIVPrescribedMedication.HIVMedicationTrimethoprimSulfamethoxazole,Trimethoprim and Sulfamethoxazole tablets (Adults),,,
EHEZA-T-0418,HIVPrescribedMedication.HIVMedicationCoTrimoxazoleTablets,Dispersible Co-trimoxazole tablets (Pediatrics),,,
EHEZA-T-0419,HIVPrescribedMedication.HIVMedicationCoTrimoxazoleOralSuspension,Co-trimoxazole Oral Suspension (Pediatrics),,,
EHEZA-T-0420,HIVPrescribedMedication.HIVMedicationsNotChanged,Medications not Changed,,,
EHEZA-T-0421,HIVStatus.HIVExposedInfant,HIV-exposed Infant,Umwana uvuka ku mubyeyi ubana n'ubwandu bwa virusi ya SIDA,Umwana ufite abavyeyi bafite umugera wa SIDA,Ilmaha la soo bandhigay HIV
EHEZA-T-0422,HIVStatus.NegativeDiscordantCouple,Negative - discordant couple,Nta bwandu afite ariko abana n'ubufite,Umurwayi ata mugera wa Sida afise ariko mugenziwe ayifise,
EHEZA-T-0423,HIVStatus.Positive,Positive,Afite ubwandu,Igipimo + ,Togan
EHEZA-T-0424,HIVStatusLabel,HIV Status,Uko ahagaze ku bijyanye n'ubwandu bwa virusi ya SIDA,Ivyerekeye umugera wa SIDA,Xaalada HIVga
EHEZA-T-0425,HIVSymptom.HIVSymptomSwollenLymphNodes,Swollen lymph nodes,,Udusumbi tw'amatembabuzi turavyimvye,Qanjiro bararan
EHEZA-T-0426,HIVSymptom.HIVSymptomRash,Rash,,Ukwama uruherehere,Nabar
EHEZA-T-0427,HIVSymptom.HIVSymptomMuscleJointPain,Muscle and joint pain,,Ububabare mu nyama no mu ngingo,Murqo iyo kala goysyo xanuun
EHEZA-T-0428,HIVSymptom.HIVSymptomCoughingUpBlood,Coughing up blood,,Ugukorora amaraso,Dhiig matagaya
EHEZA-T-0429,HIVSymptom.HIVSymptomHairLoss,Hair loss,,Ukumyoka umushatsi,Timo daadasho
EHEZA-T-0430,HIVSymptom.HIVSymptomMouthUlcers,Mouth ulcers,,Ibikomere vyo mu kanwa,Boogo afka ah
EHEZA-T-0431,HIVTreatmentSign.HIVTreatmentNoMedicineNotSeenAtPMTCT,Never seen at PMTCT,Ntiyigeze agera muri PMTCT,Nta na rimwe araboneka mu nyigisho za PTME,Marnaba Laguma arag PMTCT
EHEZA-T-0432,HIVTreatmentSign.HIVTreatmentNoMedicineOutOfStock,Stock Out,Nta miti iri mu bubiko,Ibiri mu bubiko vyaheze,Keydka aan ku Jirin
EHEZA-T-0433,HomeVisit,Home Visit,Gusura Umurwayi,Ingwara yo gufungura nabi,Booqasho Guri
EHEZA-T-0434,Hygiene,Hygiene,Isuku,Isuku,Nadaafad
EHEZA-T-0435,HyperemesisGravidum,Hyperemesis Gravidum,Kuruka bikabije k'umugore utwite,Hyperémèse gravidique,
EHEZA-T-0436,Hypertension,Hypertension,Indwara y'umuvuduko w'amaraso,Umuvuduko urenze w'amaraso,
EHEZA-T-0437,HypertensionBeforePregnancy,Hypertension before pregnancy,Umuvuduko w'amaraso mbere yo gutwita,Umuvuduko urenze w'amaraso imbere y'imbanyi,
EHEZA-T-0438,IllnessSymptom.IllnessSymptomRash,"Rash on body, feet or hands",Ari kwishimagura ku mubiri: ku birenge cg ibiganza,"Amaherehere k'umubiri, ku birenge canke mu ntoke","Nabar jirka ah, cagaha ama gacmaha"
EHEZA-T-0439,IllnessSymptom.IllnessSymptomPainlessUlcerMouth,Painless ulcer in mouth,Agasebe kataryana mu kanwa,Igikomere kitababaza mu kanwa,Boog aan xanuun lahayn oo afka ah
EHEZA-T-0440,IllnessSymptom.IllnessSymptomPainlessUlcerGenitals,Painless ulcer in genital area,Agasebe kataryana mu myanya ndangagitsina,Igikomere kitababaza mu bihimba vy'irondoka,Boog aan xanuun lahayn oo xubinta taranka ah
EHEZA-T-0441,ImminentDeliveryLabel,Imminent Delivery,Kubyara biri hafi,Gutanga bigaragara/,
EHEZA-T-0442,Immunisation,Immunization,Inkingo,Incanco,Tallaal
EHEZA-T-0443,ImmunizationHistory,Immunization History,Amakuru ku nkingo yafashe,Akahise k'urucanco,Taariikhda Tallaalka
EHEZA-T-0444,IndexPatient,Index Patient,Umubare w'umurwayi,Ironderero ry'umurwayi,Liiska Bukaanka
EHEZA-T-0445,IndividualEncounter,Individual Encounter,Gukorera umuntu umwe,Umubonano n'umuntu umwe,Ogaanshaha Qofka
EHEZA-T-0446,IndividualEncounterLabel.AcuteIllnessEncounter,Acute Illness Encounter,Igikorwa ku burwayi butunguranye,Guhura n'ingwara ibabaza cane/ikaze,Xanuunka soo Boodada ee lala kulmay
EHEZA-T-0447,IndividualEncounterLabel.AntenatalEncounter,Antenatal Encounter,Isuzuma k’umugore utwite,Umubonano imbere yo kuvyara,Tiriska Uurreyda
EHEZA-T-0448,IndividualEncounterLabel.ChildScoreboardEncounter,Child Scorecard Encounter,Isuzuma ku Ifish y'Imikurire y'Umwana,Ukubonana kw'ikarata y'ikurikiranwa ry'umwana,
EHEZA-T-0449,IndividualEncounterLabel.HIVEncounter,HIV Encounter,,Umubonano kuvyerekeye ingwara y'umugera wa SIDA,Ogaanshaha HIV
EHEZA-T-0450,IndividualEncounterLabel.HomeVisitEncounter,Home Visit Encounter,Gusura abarwayi mu rugo,Umubonano mu gihe co kugendera muhira,Ognaashaha Booqashada Guriga
EHEZA-T-0451,IndividualEncounterLabel.InmmunizationEncounter,Inmmunization Encounter,,,
EHEZA-T-0452,IndividualEncounterLabel.NCDEncounter,NCD Encounter,Isuzuma ku Burwayi Butandura,Umubonano werekeye ingwara zitandukira,
EHEZA-T-0453,IndividualEncounterLabel.TuberculosisEncounter,Tuberculosis Encounter,Isura ku ndwara y'igituntu,Umubonano werekeye indwara y'igituntu,Ogaanshaha Qaaxada
EHEZA-T-0454,IndividualEncounterType.HIVEncounter,HIV Management,,Gukurikirana ingwara y'umugera wa SIDA,Maareynta HIV
EHEZA-T-0455,IndividualEncounterType.InmmunizationEncounter,Inmmunization,,Incanco,Tallaal
EHEZA-T-0456,IndividualEncounterType.NCDEncounter,Noncommunicable Diseases,Indwara Zitandura,Ingwara zitandukira,
EHEZA-T-0457,IndividualEncounterType.TuberculosisEncounter,TB Management,Kwita ku murwayi w'igituntu,Gukurikirana indwara y'igituntu,Maareynta Qaaxada
EHEZA-T-0458,InfectiousDiseases,Infectious diseases,Indwara zandura,,
EHEZA-T-0459,InfrastructureEnvironment,"Infrastructure, Environment",Ibikorwa remezo n’ibidukikije,"Inyubako, Ibidukikije",
EHEZA-T-0460,InfrastructureEnvironmentWash,"Infrastructure, Environment & Wash","Ibikorwaremezo, Ibidukikije n'Amazi","Inyubako, Ibidukikije & isuku","Kaabe, Deegaanka iyo Nadaafadda"
EHEZA-T-0461,InitiationDate,Initiation Date,,Itariki yatanguriyeko umuti,
EHEZA-T-0462,IsolatedAtHome,Isolated at home,Yashyizwe mu kato mu rugo,Umurwayi arategerezwa kwitandukanya mu kuja mu kibanza cawenyene m'urugo,Guriga ku karantiil
EHEZA-T-0463,KilogramShorthand,kg,,,
EHEZA-T-0464,KilogramsPerMonth,kg / month,kg / ukwezi,kg / ukwezi,kg / bishii
EHEZA-T-0465,KnownAllergy,Known Allergy,Uyu muti usanzwe umutera ifurutwa,Ihindagurika ry'umuiri rizwi,Lagu yaqaano xasaasiyad
EHEZA-T-0466,KnownAllergyOrReaction,Known Allergy or Reaction,Agira ingaruka zizwi kubera uru rukingo/umuti,Ihindagurika ry'umuiri rizwi,
EHEZA-T-0467,KnownPositive,Known Positive,Asanzwe arwaye,Ararwaye,
EHEZA-T-0468,KnownPositiveHepatitisB,Known Hepatitis B positive,Asanzwe afite indwara y'Umwijima wo mu bwoko bwa B,Birazwi ko afise ingwara y'igitigu (Hépatite B),
EHEZA-T-0469,KnownPositiveHIV,Known HIV positive,Asanzwe afite Ubwandu bw'agakoko gatera SIDA,Birazwi ko afise umugera wa SIDA,
EHEZA-T-0470,LabelDocumentPregnancyOutcome,No - document pregnancy outcome,Ntabwo iherezo ry'inda ryanditswe,Oya - Ivyanditse vy'inyishu y'imbanyi (Ntibiraboneka),Maya - Natiijada Feylka Uurka
EHEZA-T-0471,Lab,Lab,Ibizamini,Igipimo c'ingwara,
EHEZA-T-0472,LabHistory,Lab History,Amakuru ku bizamini byakozwe,Akahise k'igipimo c'ingwara,
EHEZA-T-0473,LaboratoryBloodGroupTestResult,Blood Group Test Result,Igisubizo ku kizamini cy'ubwoko bw'amaraso,Inyishu y'igipimo c'umurwi w'amaraso,
EHEZA-T-0474,LaboratoryRhesusLabel,Rhesus,Rezisi,,
EHEZA-T-0475,LaboratoryRhesusTestResult,Rhesus Test Result,Igisubizo ku kizamini cya Rezisi,Inyishu y'igipimo ca Rhesus,
EHEZA-T-0476,LaboratoryProteinLabel,Protein,Proteyine,Poroteyine,
EHEZA-T-0477,LaboratoryProteinTestResult,Protein Test Result,Ibisubizo bya proteyine,Inyishu y'igipimo ca Poroteyine,
EHEZA-T-0478,LaboratoryPHLabel,pH,,,
EHEZA-T-0479,LaboratoryPHTestResult,pH Test Result,Igisubizo cya pH,Inyishu y'igipimo ca pH,
EHEZA-T-0480,LaboratoryGlucoseLabel,Glucose,Isukari,Isukari ibitse m'umubiri,
EHEZA-T-0481,LaboratoryGlucoseTestResult,Glucose Test Result,Ibisubizo by'isukari mu nkari,Inyishu y'igipimo c'Isukari m'umubiri ,
EHEZA-T-0482,LaboratoryLeukocytesLabel,Leukocytes,Uturemangingo twera,Leucocytes,
EHEZA-T-0483,LaboratoryLeukocytesTestResult,Leukocytes Test Result,Igisubizo k'uturemangingo twera,"Inyishu y'igipimo ca \""Leucocytes\""",Natiijada baaritaanka dhiiga cas
EHEZA-T-0484,LaboratoryNitriteLabel,Nitrite,Umunyu wapimwe mu nkari,Nitrite,
EHEZA-T-0485,LaboratoryNitriteTestResult,Nitrite Test Result,Ibisubizo kumunyu wapimwe mu nkari,Inyishu y'igipimo ca Nitrite,
EHEZA-T-0486,LaboratoryUrobilinogenLabel,Urobilinogen,urobilinogene (mu nkari),Urobilinogène,
EHEZA-T-0487,LaboratoryUrobilinogenTestResult,Urobilinogen Test Result,Igisubizo cya urobilinogene (mu nkari),"Inyishu y'igipimo ca \""Urobilinogène\""",Natiijada Baaritaanka Urobilinogen
EHEZA-T-0488,LaboratoryHaemoglobinLabel,Hemoglobin,Ingano y'Amaraso,Hémoglobine,
EHEZA-T-0489,LaboratoryHaemoglobinTestResult,Hemoglobin Test Result,Igisubizo by'ikizamini gipima ingano y'amaraso,"Inyishu y'igipimo ca \""Hémoglobine\""",
EHEZA-T-0490,LaboratoryHaemoglobinValue.HaemoglobinNonHemolyzedTrace,Non-Hemolyzed Trace,Insoro zitukura nkeya zidashwanyutse,Ntakononekara kw'abasoda b'umubiri batukura kwa bonetse,
EHEZA-T-0491,LaboratoryHaemoglobinValue.HaemoglobinNonHemolyzedModerate,Non-Hemolyzed Moderate,Insoro  zitukura  ziri mu rugero zidashwanyutse,Ntakononekara kw'abasoda b'umubiri batukura kuri hagati na hagati,
EHEZA-T-0492,LaboratoryHaemoglobinValue.HaemoglobinHemolyzedTrace,Hemolyzed Trace,Insoro zitukura zashwanyutse,"Ugukurikirana \""hémolyse\""",
EHEZA-T-0493,LaboratoryKetoneLabel,Ketone Test,Ikizamini cya Ketone mu nkari,"Igipimo ca \""cétone\""",
EHEZA-T-0494,LaboratoryKetoneTestResult,Ketone Test Result,Igisubizo cya Ketone (mu nkari),"Inyishu y'igipimo ca \""cétone\""",
EHEZA-T-0495,LaboratoryBilirubinLabel,Bilirubin,Bililibine (mu nkari),Bilirubine,
EHEZA-T-0496,LaboratoryBilirubinTestResult,Bilirubin Test Result,Igisubizo cya Bililibine (mu nkari),Inyishu z'ibipimo vya Bilirubine,
EHEZA-T-0497,LaboratoryHemoglobinTestResult,Hemoglobin Test Result,Igisubizo ku kizamini gipima ingano y'amaraso,"Inyishu y'igipimo ca \""Hémoglobine\""",
EHEZA-T-0498,LaboratoryBUNLabel,BUN,Ikizamini cy'Impyiko,"Inyishu ya \""Urée\"" (Ire)",
EHEZA-T-0499,LaboratoryALTLabel,ALT,Ikizamini cy'Impyiko,,
EHEZA-T-0500,LaboratoryASTLabel,AST,Ikizamini cy'Umwijima,AST (Aspartate Aminotrasnférase),
EHEZA-T-0501,LaboratoryPregnancyLabel,Pregnancy,Ikizamini cyo Gutwita,Imbanyi,Uur
EHEZA-T-0502,LaboratoryTest.TestHemoglobin,Hemoglobin,Ingano y'Amaraso,Hémoglobine,
EHEZA-T-0503,LaboratoryTest.TestHepatitisB,Hepatitis B,Umwijima wo mu bwoko bwa B,Ingwara y'igitigu,
EHEZA-T-0504,LaboratoryTest.TestRandomBloodSugar,Blood Sugar,Ingano y'isukari mu Maraso,Isukari yo mu maraso,
EHEZA-T-0505,LaboratoryTest.TestUrineDipstick,Urine Dipstick,Ikizamini cy'inkari,Ugupima umukoyo,
EHEZA-T-0506,LaboratoryTest.TestHIVPCR,HIV PCR,PCR ipima Virusi itera SIDA,PCR ya VIH,
EHEZA-T-0507,LaborDelivery,Labor + Delivery,Kujya ku nda + Kubyara,Ibise + Kuvyara,Fool + Dhalmo
EHEZA-T-0508,LabsEntryState.LabsEntryClosingSoon,Closing Soon,Birafunga vuba,Agiye kugara vuba,Dhawaan xirmaya
EHEZA-T-0509,LaboratoryCreatinineCreatinineResult,Creatinine Result,Ibisubizo by'ikizamini cya Keleyatinine,"Inyishu ya \""créatinine\""",
EHEZA-T-0510,LaboratoryCreatinineBUNResult,BUN Result,Ibisubizo by'ibizamini by'impyiko,"Inyishu ya \""Urée\""",
EHEZA-T-0511,LaboratoryLipidPanelLDLCholesterolLabel,LDL,Ingano y'ibinure bibi mu maraso (LDL),,
EHEZA-T-0512,LaboratoryLipidPanelHDLCholesterolLabel,HDL,Ingano y'ibinure byiza mu maraso (HDL),,
EHEZA-T-0513,LaboratoryLipidPanelTriglyceridesLabel,Triglycerides,Ingano y'ibinure bibitse mu mubiri (Triglycerides),,Dufanka Saddex lakabka 
EHEZA-T-0514,LaboratoryLiverFunctionAltResult,ALT Result,Ibisubizo by'ibizamini by'impyiko,,
EHEZA-T-0515,LaboratoryLiverFunctionAstResult,AST Result,Ibisubizo by'ibizamini by'umwijima,,
EHEZA-T-0516,LaboratoryTask.TaskSyphilisTest,Syphilis - RPR,Mburugu,,
EHEZA-T-0517,LaboratoryTask.TaskHepatitisBTest,Hepatitis B,Umwijima wo mu Bwoko bwa B,Ingwara y'igitigu,
EHEZA-T-0518,LaboratoryTask.TaskUrineDipstickTest,Urine Dipstick,Ikizamini k'Inkari,Ugupima umukoyo,
EHEZA-T-0519,LaboratoryTask.TaskHemoglobinTest,Hemoglobin,Ingano y'Amaraso,Hémoglobine,
EHEZA-T-0520,LaboratoryTask.TaskRandomBloodSugarTest,Random Blood Sugar,Ingano y'isukari mu Maraso,Isukari mu Maraso umwanya uwariwo wose,
EHEZA-T-0521,LaboratoryTask.TaskHIVPCRTest,HIV PCR,Ikizamini cya PCR gipima ubwandu bwa Virusi itera SIDA,PCR ya VIH,
EHEZA-T-0522,LaboratoryTask.TaskPregnancyTest,Pregnancy,Gutwita,Imbanyi,Uur
EHEZA-T-0523,LaboratoryTaskLabel.TaskSyphilisTest,Syphilis - RPR,Ikizamini cyihuse gipima Mburugu,,
EHEZA-T-0524,LaboratoryTaskLabel.TaskHepatitisBTest,Hepatitis B,Ikizamini gipima umwijima wo mu bwoko bwa B,Ingwara y'igitigu,
EHEZA-T-0525,LaboratoryTaskLabel.TaskBloodGpRsTest,Blood Group + Rhesus,Ikizamini cyubwoko bw'amaraso na ReZisi,Umurwi w'amaraso + Igipimo ca Rhesus,
EHEZA-T-0526,LaboratoryTaskLabel.TaskUrineDipstickTest,Urine Dipstick,Ikizamini cy'inkari,Ugupima umukoyo,
EHEZA-T-0527,LaboratoryTaskLabel.TaskHemoglobinTest,Hemoglobin,Ikizamini gipima ingano y'amaraso,Hémoglobine,
EHEZA-T-0528,LaboratoryTaskLabel.TaskRandomBloodSugarTest,Random Blood Sugar,Ikizamini gipima ingano y' isukari mu maraso,Isukari mu Maraso umwanya uwariwo wose,
EHEZA-T-0529,LaboratoryTaskLabel.TaskHIVPCRTest,HIV PCR,Ikizamini cya PCR gipima ubwandu bwa Virusi itera SIDA,PCR ya VIH,
EHEZA-T-0530,LaboratoryTaskLabel.TaskPregnancyTest,Pregnancy,Gutwita,Imbanyi,Uur
EHEZA-T-0531,LaboratoryTaskDate.TaskHIVTest,HIV Antibody Test Date,Itariki yakorereweho ikizamini cya Virus itera SIDA,Itarike y'igipimo c'abasoda b'Umugera wa SIDA,
EHEZA-T-0532,LaboratoryTaskDate.TaskSyphilisTest,Syphilis - RPR Test Date,Itariki yakorereweho ikizamini cya Mburugu,Itarike y'igipimo ca Syphilis-RPR,
EHEZA-T-0533,LaboratoryTaskDate.TaskHepatitisBTest,Hepatitis B Test Date,Itariki yakoreweho ikizamini cy'umwijima wo mu bwoko bwa B,Itarike y'igipimo c'Ingwara y'igitigu ya B,
EHEZA-T-0534,LaboratoryTaskDate.TaskMalariaTest,Malaria Test Date,Itariki yakoreweho ikizamini cya Malariya,Itarike y'igipimo kinyaruka ca Malariya ,Taariikhda Baaritaanka ee Duumada
EHEZA-T-0535,LaboratoryTaskDate.TaskBloodGpRsTest,Blood Group + Rhesus Test Date,Itariki yakoreweho ikizamini cy'ubwoka bw'amaraso na Rezisi yayo,Umurwi w'amaraso + Itarike y'igipimo ca Rhesus,
EHEZA-T-0536,LaboratoryTaskDate.TaskUrineDipstickTest,Urine Dipstick Test Date,Itariki yakoreweho ikizamini cy'inkari,Itarike y'igipimo c'umukoyo,
EHEZA-T-0537,LaboratoryTaskDate.TaskHemoglobinTest,Hemoglobin Test Date,Itariki yakoreweho ikizamini gipima ingano y'amaraso,"Itarike y'igipimo ca \""Hémoglobine\""",
EHEZA-T-0538,LaboratoryTaskDate.TaskRandomBloodSugarTest,Random Blood Sugar Test Date,Itariki yakoreweho ikizamini gipima ingano y'isukari mu maraso,Itarike y'igipimo c'Isukari mu Maraso umwanya uwariwo wose,
EHEZA-T-0539,LaboratoryTaskDate.TaskHIVPCRTest,HIV PCR Test Date,Itariki y'ikizamini cya PCR gipima virusi itera SIDA,Itarike y'igipimo ca PCR ya VIH,
EHEZA-T-0540,LaboratoryTaskDate.TaskPregnancyTest,Pregnancy Test Date,Itariki y'ikizamini cyo gutwita,Itarike y'igipimo c'imbanyi,Taariikhda Baaritaanka Uurka
EHEZA-T-0541,LaboratoryTaskDate.TaskCreatinineTest,Creatinine Test Date,Itariki y'ikizamini cya Keleyatinine,"Itarike y'igipimo ca \""créatinine\""",
EHEZA-T-0542,LaboratoryTaskDate.TaskLiverFunctionTest,Liver Function Test Date,itariki y'ikizamini cy'Imikorere y'Umwijima,Itarike y'igipimo c'ikora ry'Igitigu,
EHEZA-T-0543,LaboratoryTaskDate.TaskLipidPanelTest,Lipid Panel Test Date,Itariki y'ibizamini bipima ibinure (Lipid Panel),Itarike y'igipimo c'igicapo/ikibaho c'amavuta m'umubiri,
EHEZA-T-0544,LaboratoryTaskDate.TaskHbA1cTest,HBA1C Test Date,Itariki y'ikizamini cy'ikigereranyo cy'isukari mu maraso mu mezi atatu ashize,Itarike y'igipimo co kuraba ingene isukari ingana mu maraso,
EHEZA-T-0545,LaboratoryTaskDate.TaskPartnerHIVTest,Partner HIV Test Date,Itariki y'ikizamini cya Virusi itera SIDA k'umugabo we,Itarike y'igipimo c'umugera wa SIDA k'umushingantahe,
EHEZA-T-0546,LaboratoryTaskResult.TaskHIVTest,HIV Antibody Test Result,Igisubizo cy'abasirikari barwanya Virusi itera SIDA,,
EHEZA-T-0547,LaboratoryTaskResult.TaskSyphilisTest,Syphilis - RPR Test Result,Igisubizo cy'ikizamini cya Mburugu,,
EHEZA-T-0548,LaboratoryTaskResult.TaskHepatitisBTest,Hepatitis B Test Result,Ibisubizo bya hepatite B,,
EHEZA-T-0549,LaboratoryTaskResult.TaskMalariaTest,Malaria Test Result,Ibisubizo by'ikizamini cya Malariya,,Natiijada Baaritaanka RDT ee Duumada
EHEZA-T-0550,LaboratoryTaskResult.TaskBloodGpRsTest,Blood Group + Rhesus Test Result,Ibisubizo by'ikizamini cy'ubwoka bw'amaraso na Rezisi yayo,,
EHEZA-T-0551,LaboratoryTaskResult.TaskUrineDipstickTest,Urine Dipstick Test Result,Ibisubizo by'ikizamini cy'inkari,,
EHEZA-T-0552,LaboratoryTaskResult.TaskHemoglobinTest,Hemoglobin Test Result,Igisubizo by'ikizamini gipima ingano y'amaraso,"Inyishu y'igipimo ca \""Hémoglobine\""",
EHEZA-T-0553,LaboratoryTaskResult.TaskPregnancyTest,Pregnancy Test Result,Ibisubizo by'ikizamini cyo gutwita,Inyishu y'igipimo c'imbanyi,Natiijada Baaritaanka Uurka
EHEZA-T-0554,LaboratoryTaskResult.TaskCreatinineTest,Creatinine Test Result,Ibisubizo by'ikizamini cya Keleyatinine,"Inyishu y'igipimo ca \""créatinine\""",
EHEZA-T-0555,LaboratoryTaskResult.TaskLiverFunctionTest,Liver Function Test Result,Ibisubizo by'ikizamini cy'Imikorere y'Umwijima,Inyishu y'igipimo c'ikora ry'Igitigu,
EHEZA-T-0556,LaboratoryTaskResult.TaskLipidPanelTest,Lipid Panel Test Result,Ibisubizo by'ibizamini bipima ibinure (Lipid Panel),Inyishu y'igipimo c'igicapo c'amavuta m'umubiri,
EHEZA-T-0557,LaboratoryTaskResult.TaskHbA1cTest,HBA1C Test Result,Ibisubizo by'ikizamini cy'ikigereranyo cy'isukari mu maraso mu mezi atatu ashize,Inyishu y'igipimo co kuraba ingene isukari ingana mu maraso,
EHEZA-T-0558,LaboratoryTaskResult.TaskPartnerHIVTest,Partner HIV Test Result,Ibisubizo by'ikizamini cya Virusi itera SIDA k'umugabo we,Inyishu y'igipimo c'umugera wa SIDA k'umushingantahe,
EHEZA-T-0559,LabResults,Lab Results,Ibisubizo by'Ibizamini Byafashwe,Inyishu y'igipimo c'ingwara,Natiijada baaritaanada
EHEZA-T-0560,LabResultsHistoryModeLabel.LabResultsHistoryHIV,HIV Test History,Amakuru ku kizamini cya Vursi itera SIDA,Akahise k'igipimo ca VIH,Taariikhda baaritaanka HIV
EHEZA-T-0561,LabResultsHistoryModeLabel.LabResultsHistoryHIVPCR,HIV PCR Test History,Amakuru ku kizamini cya PCR gipima Virusi itera SIDA,,
EHEZA-T-0562,LabResultsHistoryModeLabel.LabResultsHistoryPartnerHIV,Partner HIV Test History,Amakuru ku kizamini cya Virusi itera SIDA k'umugabo we,Akashize k'igipimo c'umugera wa SIDA k'umushingantahe,
EHEZA-T-0563,LabResultsHistoryModeLabel.LabResultsHistorySyphilis,Syphilis Test History,Amakuru ku kizamini cya Mburugu,,
EHEZA-T-0564,LabResultsHistoryModeLabel.LabResultsHistoryHepatitisB,Hepatitis B Test History,Amakuru ku kizamini cy'Umwijima wo mu bwoko bwa B,,
EHEZA-T-0565,LabResultsHistoryModeLabel.LabResultsHistoryMalaria,Malaria Test History,Amakuru ku kizamini cya Malariya,,Taariikhda Baaritaanka Duumada
EHEZA-T-0566,LabResultsHistoryModeLabel.LabResultsHistoryBloodSmear,Malaria Blood Smear Test History,,,
EHEZA-T-0567,LabResultsHistoryModeLabel.LabResultsHistoryProtein,Protein Test History,Amakuru ku kizamini cya Proteyine,,
EHEZA-T-0568,LabResultsHistoryModeLabel.LabResultsHistoryPH,pH Test History,Amakuru ku kizamini cya pH,,
EHEZA-T-0569,LabResultsHistoryModeLabel.LabResultsHistoryGlucose,Glucose Test History,Amakuru ku kizamini cy'Isukari mu nkari,,
EHEZA-T-0570,LabResultsHistoryModeLabel.LabResultsHistoryLeukocytes,Leukocytes Test History,Amakuru ku kizami cy' Uturemangingo twera,,
EHEZA-T-0571,LabResultsHistoryModeLabel.LabResultsHistoryNitrite,Nitrite Test History,Amakuru ku kizamini cy'Umunyu wapimwe mu nkari,,
EHEZA-T-0572,LabResultsHistoryModeLabel.LabResultsHistoryUrobilinogen,Urobilinogen Test History,Amakuru ku kizamini cya urobilinogene (mu nkari),,Taariikhda Baaritaanka Urobilinogen
EHEZA-T-0573,LabResultsHistoryModeLabel.LabResultsHistoryKetone,Ketone Test History,Amakuru ku kizamini cya Ketone mu nkari,,
EHEZA-T-0574,LabResultsHistoryModeLabel.LabResultsHistoryBilirubin,Bilirubin Test History,Amakuru ku kizamini cya Bililibine (mu nkari),,
EHEZA-T-0575,LabResultsHistoryModeLabel.LabResultsHistoryRandomBloodSugar,Random Blood Sugar Test History,Amakuru ku kizamini cy'ingano y'isukari mu maraso,,
EHEZA-T-0576,LabResultsHistoryModeLabel.LabResultsHistoryBloodGroup,Blood Group Test History,Amakuru ku kizamini cy'ubwoko bw'Amaraso,,
EHEZA-T-0577,LabResultsHistoryModeLabel.LabResultsHistoryRhesus,Rhesus Test History,Amakuru kuri kizamini cya Rezisi,,
EHEZA-T-0578,LabResultsHistoryModeLabel.LabResultsHistoryCreatinine,Creatinine Test History,Amakuru ku kizamini cya Keleyatinine,,
EHEZA-T-0579,LabResultsHistoryModeLabel.LabResultsHistoryBUN,BUN Test History,Amakuru ku kizamini cy'Impyiko,,
EHEZA-T-0580,LabResultsHistoryModeLabel.LabResultsHistoryALT,ALT Test History,Amakuru ku kizamini cy'Impyiko,,
EHEZA-T-0581,LabResultsHistoryModeLabel.LabResultsHistoryAST,AST Test History,Amakuru ku kizamini cy'Umwijima,,
EHEZA-T-0582,LabResultsHistoryModeLabel.LabResultsHistoryPregnancy,Pregnancy Test History,Amakuru ku kizamini cyo Gutwita,,Xogta Baaritaanka Uurka
EHEZA-T-0583,LabResultsHistoryModeLabel.LabResultsHistoryLDLCholesterol,LDL Cholesterol,Ingano y'ibinure bibi mu maraso (LDL Cholesterol),igipimo ca cholestérol LBD,
EHEZA-T-0584,LabResultsHistoryModeLabel.LabResultsHistoryHDLCholesterol,HDL Cholesterol,Ingano y'ibinure byiza mu maraso (HDL Cholesterol),Cholestérol LHD,
EHEZA-T-0585,LabResultsHistoryModeLabel.LabResultsHistoryTriglycerides,Triglycerides,Ingano y'ibinure bibitse mu mubiri (Triglycerides),Triglycérides,Dufanka Saddex lakabka 
EHEZA-T-0586,LabResultsPaneHeader.LabResultsCurrentDipstickShort,Short Dipstick Lab Results,Ibisubizo by'ikizamini cy'inkari gitanga ibisubizo bike,Inyishu z'ibipimo ukoresheje akuma ko kwinjizamwo,Dhibic yar oo Baaritaanka Sheybaarka ah
